neighborhood,overall_qual,overall_cond,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,total_bsmt_sf,gr_liv_area,full_bath,half_bath,bedroom_abvgr,kitchen_qual,fireplaces,fireplace_qu,garage_finish,garage_area,garage_qual,mo_sold,saleprice,house_sold_age,exterior_2nd_present,paved_drive_present,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,mas_vnr_type_BrkFace,mas_vnr_type_CBlock,mas_vnr_type_None,mas_vnr_type_Stone,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,functional_Maj2,functional_Min1,functional_Min2,functional_Mod,functional_Sal,functional_Sev,functional_Typ,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,garage_type_None,misc_feature_None,misc_feature_Othr,misc_feature_Shed,misc_feature_TenC
0,6,8,0.0,4,3,3,3,1,5,988.0,988,2,0,3,4,0,0,1,297.0,3,2,11.915051671812877,11,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,7,7,0.0,3,3,4,3,1,6,1061.0,1055,2,0,2,3,0,0,1,319.0,3,0,11.867097278690842,29,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2,5,5,0.0,3,3,3,3,2,4,1290.0,1422,1,0,3,3,0,0,1,352.0,3,0,11.824079893607152,57,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,6,5,0.0,3,3,4,3,1,6,630.0,1320,2,1,3,3,0,0,1,484.0,3,2,11.827736204810263,12,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,7,6,102.0,4,3,4,4,2,6,1675.0,1688,2,0,2,5,1,5,2,528.0,3,2,12.330500223905226,20,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,7,5,0.0,3,3,4,3,4,6,1300.0,1341,1,1,2,4,1,1,1,506.0,3,1,12.052338545588132,20,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2,5,5,0.0,3,3,3,3,3,5,911.0,954,1,0,3,3,0,0,1,576.0,3,3,11.794337924408413,30,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,3,4,340.0,3,3,0,0,0,0,0.0,1040,2,0,2,3,0,0,1,400.0,3,2,11.379394072345706,56,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2,7,5,513.0,3,3,3,3,1,6,858.0,1789,2,1,3,3,1,3,3,546.0,3,2,12.314927050442256,7,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,6,9,237.0,4,4,3,3,1,1,1319.0,1537,1,1,3,4,1,4,2,462.0,3,3,12.066810578196666,3,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,5,6,0.0,3,3,3,3,1,3,884.0,884,1,0,2,3,0,0,3,270.0,3,2,11.863582336583399,15,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2,8,5,0.0,4,3,4,4,1,1,1489.0,1489,2,0,3,4,1,4,2,776.0,3,2,12.3570755190667,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,6,6,99.0,3,3,3,3,1,5,1040.0,1309,1,1,3,4,1,2,2,484.0,3,4,12.106252310247962,7,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,6,4,0.0,3,3,4,3,1,5,942.0,2521,2,1,5,3,1,4,3,576.0,3,2,11.927680619985486,33,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4,8,5,248.0,4,3,4,3,1,1,1626.0,1634,2,0,3,4,1,4,2,866.0,3,2,12.429216196844383,1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,7,5,42.0,3,3,4,3,1,6,980.0,1714,2,1,3,3,1,3,1,496.0,3,1,12.188417710291453,22,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,7,8,0.0,3,4,3,3,1,1,819.0,2454,2,0,3,3,1,4,1,576.0,3,1,12.128111104060462,20,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,6,5,200.0,3,3,3,3,3,4,1216.0,1216,1,0,3,3,0,0,1,336.0,3,3,11.635143097694478,40,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,6,5,250.0,3,3,4,4,4,6,945.0,980,2,0,4,3,0,0,0,0.0,0,1,11.755871643580617,31,1.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2,6,5,216.0,4,3,4,3,1,6,756.0,1573,2,1,3,4,0,0,1,440.0,3,3,12.083905011555967,7,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2,6,5,353.0,4,3,4,3,3,1,1158.0,2443,2,1,4,4,1,4,2,744.0,3,2,12.487485104968359,3,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2,8,5,0.0,4,4,5,3,2,6,1220.0,2362,2,1,3,4,2,3,2,1105.0,4,2,12.652359748158593,9,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,10,9,0.0,5,5,3,3,1,1,1237.0,2775,3,1,3,4,1,4,1,880.0,4,3,12.691580461311874,8,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3,8,8,115.0,4,4,4,4,4,5,2014.0,2014,2,0,2,4,2,4,2,864.0,3,0,12.524526376648708,29,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4,7,5,290.0,4,3,4,3,1,6,1203.0,2520,2,1,4,4,1,3,2,721.0,3,2,12.577636201962656,12,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,6,6,250.0,3,4,3,3,4,4,1208.0,1494,2,0,3,3,2,2,3,461.0,3,0,12.037653993905211,8,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,5,7,0.0,3,3,3,3,1,2,616.0,616,1,0,2,3,0,0,1,205.0,3,2,11.396391648714276,56,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,6,5,0.0,3,3,4,3,1,1,789.0,1465,2,1,3,3,1,4,3,393.0,3,2,12.10293188661066,12,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
4,8,5,296.0,4,3,4,3,1,6,3206.0,1629,2,0,3,4,1,4,2,880.0,3,1,12.556729517143344,5,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,5,5,1.0,3,3,3,3,1,3,912.0,912,1,0,2,3,0,0,2,275.0,3,3,11.648330101976432,49,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2,7,5,196.0,4,3,4,3,3,6,1552.0,1552,2,0,3,4,0,0,2,782.0,3,3,12.26857785088157,0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2,7,5,0.0,4,3,4,3,1,1,1413.0,1430,2,0,3,4,0,0,2,605.0,3,2,12.139398512262181,7,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2,6,5,1129.0,3,3,4,3,1,6,729.0,1458,2,1,2,3,1,2,1,440.0,3,2,12.078239274020289,8,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2,6,6,0.0,3,3,4,3,1,4,1488.0,1488,2,0,3,3,2,4,2,552.0,3,3,12.2783933071098,39,1.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2,7,5,0.0,4,3,4,3,1,6,770.0,1582,2,1,3,4,0,0,2,520.0,3,3,12.132964173709535,4,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,4,6,0.0,3,3,3,3,1,5,864.0,864,1,0,3,4,0,0,1,660.0,3,2,11.699405031912846,39,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,5,5,0.0,4,3,4,4,3,1,732.0,1838,2,1,4,3,1,4,3,372.0,3,3,12.16597955196373,1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,5,9,0.0,4,4,3,3,1,5,816.0,816,1,0,3,4,1,5,1,264.0,3,1,11.779128505744886,0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,4,3,0.0,3,3,0,0,0,0,0.0,1529,2,0,4,3,0,0,1,240.0,3,0,11.49272275765271,59,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2,9,5,554.0,4,3,4,3,4,6,2271.0,2276,2,0,3,5,2,4,2,1348.0,4,2,13.071070083016778,0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,5,2,0.0,3,2,2,1,1,1,961.0,1077,1,0,2,3,0,0,1,338.0,1,2,11.112447898373103,57,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4,8,5,300.0,4,3,5,3,1,6,1582.0,2161,1,1,3,5,1,4,3,789.0,3,2,12.693498620467778,0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,7,5,0.0,4,3,4,3,1,6,1409.0,1409,1,1,1,4,1,4,2,576.0,3,3,12.409013489526863,5,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,5,5,0.0,3,3,3,3,1,6,1114.0,1114,1,1,3,4,0,0,1,576.0,3,2,11.976659481202368,4,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,5,7,168.0,3,3,3,3,1,5,1073.0,1073,1,1,3,3,0,0,2,515.0,3,2,11.957611286231675,42,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
4,10,5,200.0,5,3,5,3,4,6,3094.0,2402,2,0,2,5,2,4,3,672.0,3,0,13.226723392728571,1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3,6,6,0.0,3,3,4,3,1,4,1232.0,1232,2,0,3,3,0,0,1,516.0,3,2,11.998433280751929,24,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,6,8,0.0,4,4,4,3,3,2,1344.0,1440,2,0,2,4,0,0,1,920.0,3,0,12.321630986164447,13,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,6,5,44.0,3,3,3,3,1,1,1488.0,1488,2,1,3,3,1,3,2,738.0,3,3,11.79810440720389,58,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,7,5,0.0,4,3,4,3,1,1,783.0,1509,2,1,3,4,1,4,3,393.0,3,3,12.100712129872347,3,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,5,6,0.0,3,3,3,3,1,6,845.0,845,1,0,3,4,0,0,1,264.0,3,3,11.809319478024031,3,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
4,10,5,1031.0,5,3,5,3,4,1,1410.0,2945,3,1,3,4,1,4,3,641.0,3,1,12.991753427493052,0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,6,5,305.0,3,3,4,3,4,6,1099.0,1431,1,0,3,3,1,4,2,296.0,3,2,12.013700752882718,46,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,5,5,60.0,3,3,3,3,1,4,892.0,892,1,0,3,3,0,0,2,288.0,3,3,11.512925464970229,42,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,7,6,128.0,3,3,3,3,1,4,1329.0,1329,1,1,3,3,2,4,1,441.0,3,3,12.078239274020289,49,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,5,4,0.0,3,3,3,3,2,5,1763.0,1779,1,1,3,3,1,4,1,454.0,3,3,12.043553716032399,32,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2,7,5,130.0,4,3,4,3,1,1,1373.0,1555,2,0,2,4,1,3,3,660.0,3,2,12.066810578196666,2,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,6,6,0.0,3,3,3,3,1,3,768.0,1236,2,0,3,3,1,4,1,384.0,3,3,11.751942365440728,58,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,7,5,0.0,3,3,4,3,1,1,831.0,1651,2,1,3,3,1,3,3,450.0,3,2,12.132964173709535,9,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,5,8,0.0,3,3,2,3,1,1,190.0,886,1,0,2,3,0,0,1,273.0,3,2,11.421906066583059,13,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2,6,5,120.0,4,3,4,3,3,6,1682.0,1700,2,0,3,4,0,0,2,544.0,3,2,12.206072645530174,3,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,6,6,320.0,3,3,3,3,2,3,1040.0,1846,2,0,3,3,1,4,1,315.0,3,4,11.870599909242044,57,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,5,5,0.0,4,4,3,3,1,5,1052.0,1920,2,0,4,4,1,4,1,451.0,3,3,12.058152515453552,48,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,4,6,20.0,3,4,3,3,1,4,1088.0,1088,1,0,2,3,0,0,1,520.0,3,2,11.608235644774552,44,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,4,5,160.0,3,3,3,3,1,4,1040.0,1362,1,0,3,3,1,4,2,768.0,3,2,11.84939770159144,52,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2,6,5,0.0,4,3,4,3,1,6,1314.0,1314,2,0,3,4,1,4,2,440.0,3,1,12.08069081199846,1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,6,5,88.0,3,3,4,3,1,6,1278.0,1294,2,0,3,4,0,0,2,496.0,3,2,12.096257779522967,17,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2,7,5,80.0,4,3,4,3,1,6,1274.0,1274,2,0,3,4,0,0,2,508.0,3,4,12.220961258023925,0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
